Gene	GSM346111	GSM346114	GSM346115	GSM346116	GSM346117	GSM346118	GSM346120	GSM346122	Mean_Expression
YGL203C	35.999	40.962	48.014	42.041	48.411	49.974	61.176	54.338	47.614375
YGL205W	0.524	0.141	0.0	1.09	0.306	0.753	1.037	1.871	0.7152499999999999
YGL206C	242.362	173.338	403.347	279.26	32.344	29.575	56.377	49.515	158.26475000000002
YGL207W	128.191	134.766	152.897	147.529	59.159	64.818	118.856	104.882	113.88725
YGL208W	8.951	8.884	20.288	32.156	34.178	25.523	20.523	65.994	27.062124999999998
YGL209W	22.0	14.334	36.355	22.572	25.144	17.661	21.275	14.627	21.746000000000002
YGL210W	52.657	44.447	58.583	65.748	102.694	94.25	81.677	68.37	71.05325
YGL211W	15.783	18.18	8.204	6.796	114.634	148.993	81.905	93.356	60.981375
YGL212W	24.099	22.639	34.595	28.29	44.107	47.993	62.402	58.738	40.357875
YGL213C	48.745	50.403	55.132	68.036	89.879	83.802	116.997	121.76	79.34425
YGL215W	20.336	19.582	109.939	70.953	53.668	46.467	57.404	44.531	52.86
YGL216W	11.68	8.129	10.48	13.166	17.369	16.916	17.828	17.914	14.18525
YGL219C	20.027	16.759	23.856	48.238	28.919	25.741	46.406	45.682	31.953500000000005
YGL220W	145.204	130.387	138.962	202.789	294.509	265.312	392.948	327.48	237.198875
YGL221C	131.465	98.943	172.183	155.686	261.674	222.225	283.13	290.597	201.987875
YGL222C	98.888	61.061	150.728	112.835	27.303	19.71	59.403	35.735	70.707875
YGL223C	24.38	20.966	18.172	20.294	66.933	86.992	38.993	61.658	42.298500000000004
YGL224C	24.392	18.398	19.508	28.425	79.101	97.562	59.338	68.736	49.432500000000005
YGL225W	265.46	302.286	217.162	214.697	175.66	223.418	167.565	157.002	215.40625
YGL226C-A	292.027	201.548	327.401	229.021	206.158	193.233	310.632	165.593	240.701625
YGL226W	26.767	27.995	61.028	73.397	60.801	30.951	96.653	88.903	58.31187500000001
YGL227W	7.977	4.298	22.903	23.496	14.839	11.768	41.718	48.974	21.996624999999998
YGL228W	78.698	80.416	95.686	111.252	106.775	93.188	149.789	155.891	108.96187499999999
YGL229C	2.634	1.806	3.61	9.967	10.649	6.315	16.597	19.855	8.929124999999999
YGL230C	2.641	0.0	0.0	1.099	4.635	1.899	5.229	5.662	2.645625
YGL231C	181.273	125.255	194.063	192.664	335.55	271.036	316.359	312.55	241.09375
YGL232W	86.986	111.586	81.76	114.932	212.458	194.618	129.867	138.156	133.79537499999998
YGL233W	13.995	14.153	19.936	19.894	42.075	35.407	55.425	51.552	31.554624999999998
YGL234W	308.974	341.752	1232.265	987.284	261.226	317.342	589.079	493.152	566.3842500000001
YGL235W	0.0	0.0	0.0	0.0	0.0	0.524	2.163	0.0	0.335875
YGL236C	3.512	1.892	4.412	2.193	17.809	16.839	6.955	8.995	7.825874999999999
YGL237C	17.666	13.881	28.531	42.891	19.811	16.94	39.355	41.036	27.513875
YGL238W	52.254	55.537	49.666	42.987	80.969	98.84	90.133	92.784	70.39625000000001
YGL240W	5.46	4.623	11.757	14.284	9.127	13.462	20.078	29.545	13.542000000000002
YGL241W	14.249	13.776	9.667	13.16	35.858	39.397	26.282	31.807	23.0245
YGL242C	117.132	118.11	136.521	196.79	193.645	137.043	287.261	347.919	191.80262499999998
YGL243W	9.774	3.686	4.209	10.17	113.226	106.371	83.221	66.014	49.583875
YGL244W	94.347	94.484	99.69	132.838	114.914	110.477	178.487	162.437	123.45924999999998
YGL245W	730.501	750.941	843.367	742.301	174.454	165.101	361.486	296.337	508.06100000000004
YGL246C	43.939	30.476	23.925	34.473	222.206	192.497	115.007	117.313	97.47950000000002
YGL247W	18.773	13.309	14.893	14.804	110.992	104.689	56.738	62.144	49.542750000000005
YGL248W	11.121	9.986	22.806	33.943	61.348	49.509	81.792	108.248	47.344125
YGL249W	0.0	0.599	0.599	2.084	2.929	2.934	4.957	4.771	2.359125
YGL250W	8.898	8.281	20.902	37.707	35.022	22.881	86.494	130.658	43.855374999999995
YGL251C	1.328	0.626	0.357	1.797	10.102	10.109	11.177	10.205	5.712625
YGL252C	24.967	26.365	53.044	59.576	88.423	71.66	98.216	134.425	69.58449999999999
YGL253W	1251.826	1467.319	1222.091	1270.194	338.179	420.31	538.798	635.206	892.9903750000001
YGL254W	25.462	18.291	25.304	26.085	36.669	32.865	45.246	39.662	31.198
YGL255W	11.954	17.082	3.358	8.653	74.807	140.043	27.788	34.547	39.778999999999996
YGL256W	13.04	14.504	8.152	16.456	94.01	121.805	83.29	79.066	53.790375
YGL257C	9.119	7.937	18.881	19.853	129.279	129.814	147.234	128.846	73.870375
YGL258W	0.0	0.0	0.0	0.787	2.212	5.438	0.0	0.676	1.139125
YGL258W-A	0.0	0.0	0.0	0.0	0.0	4.785	4.941	12.484	2.77625
YGL262W	0.0	0.0	0.0	0.925	0.0	2.131	2.2	1.588	0.8555
YGL263W	1.543	2.217	1.107	1.712	16.249	23.178	9.166	12.865	8.504624999999999
YGR001C	110.985	132.533	80.255	82.042	109.516	106.419	116.443	76.362	101.81937499999998
YGR002C	20.136	20.369	33.625	29.076	65.397	61.667	61.029	55.217	43.3145
YGR003W	7.897	13.332	6.802	12.271	42.201	49.095	31.276	21.825	23.087375
YGR004W	11.854	11.633	17.32	10.924	55.483	52.569	39.4	42.966	30.268625000000004
YGR005C	57.178	61.875	58.929	82.986	98.358	88.33	159.669	140.41	93.466875
YGR006W	14.761	21.347	26.766	21.341	22.727	20.113	44.612	36.647	26.03925
YGR007W	51.391	57.657	44.264	57.373	142.909	130.729	183.171	178.464	105.74474999999998
YGR008C	105.403	101.232	1134.811	1934.04	179.642	137.32	857.535	1472.267	740.28125
YGR009C	51.429	49.909	73.18	85.87	70.386	46.574	110.175	98.449	73.2465
YGR010W	27.712	15.73	18.115	25.127	26.637	36.062	62.713	60.126	34.02775
YGR012W	23.874	19.83	25.703	24.426	60.527	57.944	63.031	58.298	41.704125000000005
YGR013W	14.209	14.971	19.037	29.7	37.687	31.336	48.143	55.967	31.38125
YGR014W	72.653	46.342	48.161	28.489	17.916	22.238	22.59	19.848	34.779625
YGR015C	6.55	3.529	7.693	4.956	15.328	20.268	23.581	27.236	13.642625
YGR016W	17.41	15.45	24.258	23.87	38.349	46.155	52.726	50.506	33.5905
YGR017W	55.208	43.555	55.193	72.762	109.206	95.79	152.265	133.404	89.672875
YGR019W	26.163	24.612	176.165	148.646	64.631	59.93	76.477	140.096	89.59
YGR020C	456.014	458.68	667.569	639.017	489.455	545.784	695.093	833.557	598.146125
YGR021W	14.806	7.977	21.738	17.367	66.939	53.885	57.304	76.48	39.562
YGR023W	2.131	2.679	7.648	8.574	7.065	7.322	7.033	6.346	6.09975
YGR024C	34.543	29.689	72.611	56.139	331.064	295.736	328.974	319.188	183.493
YGR026W	101.071	111.935	176.829	240.711	119.089	122.825	175.118	190.124	154.71275
YGR027C	7050.471	6713.903	3757.834	3337.435	5830.964	5344.517	3427.314	3013.973	4809.551375
YGR028W	15.653	14.541	24.408	29.654	104.846	114.122	141.082	169.741	76.755875
YGR029W	38.336	56.226	57.325	99.278	149.528	146.525	168.69	171.245	110.89412499999999
YGR030C	68.846	56.302	18.531	25.584	86.314	65.425	58.425	38.661	52.261
YGR031W	29.701	29.235	20.908	37.085	116.294	116.656	95.004	88.585	66.68350000000001
YGR032W	7.348	8.587	12.925	12.233	10.173	11.412	11.886	9.986	10.568750000000001
YGR033C	59.541	47.46	50.932	79.435	359.808	322.215	206.726	176.63	162.84337499999998
YGR034W	5651.339	4970.078	2017.789	1656.213	7500.976	7311.325	2548.189	2709.927	4295.7295
YGR035C	80.075	69.207	43.106	31.938	148.356	131.967	33.033	17.884	69.44575
YGR035W-A	0.0	0.0	0.0	0.0	0.0	1.26	0.0	0.0	0.1575
YGR036C	19.575	22.851	21.075	25.799	70.626	80.163	32.301	43.137	39.440875
YGR037C	1281.814	1383.609	1897.275	2069.468	528.464	376.793	828.521	860.75	1153.33675
YGR038W	68.454	72.345	58.583	65.017	58.536	77.42	85.152	68.997	69.313
YGR040W	18.054	12.302	13.721	16.354	56.543	61.863	44.161	49.337	34.041875
YGR041W	18.604	15.035	12.326	10.721	25.955	31.217	12.752	25.57	19.022499999999997
YGR042W	8.639	13.188	29.453	22.771	107.826	98.021	99.786	113.196	61.61
YGR043C	1.76	1.58	84.619	79.094	17.158	13.779	133.563	156.363	60.9895
YGR044C	27.329	28.748	93.876	66.08	62.436	82.671	136.578	143.239	80.119625
YGR046W	16.245	11.761	36.073	36.764	84.946	77.154	72.377	91.07	53.29875
YGR047C	13.001	10.198	12.763	11.3	29.979	33.366	47.703	48.511	25.852625
YGR048W	40.594	42.576	87.41	84.701	107.035	86.93	143.615	179.88	96.592625
YGR049W	37.455	43.163	40.326	38.106	25.566	14.964	16.482	20.077	29.517374999999998
YGR052W	10.062	3.424	10.263	51.575	6.197	5.84	16.778	20.438	15.572125000000002
YGR053C	0.69	1.858	8.909	6.888	16.138	14.216	19.116	32.527	12.54275
YGR054W	129.914	122.244	89.307	73.363	36.399	51.904	50.725	48.387	75.28037499999999
YGR055W	119.345	99.941	438.34	468.614	63.441	59.343	230.242	377.014	232.03500000000003
YGR056W	17.525	14.334	19.095	13.533	20.754	11.236	16.306	17.656	16.304875
YGR057C	5.639	8.247	12.143	14.082	80.125	91.149	74.973	60.455	43.351625
YGR058W	21.573	26.387	13.81	27.664	17.739	18.729	32.327	20.002	22.278875
YGR059W	0.0	0.206	0.0	0.954	2.683	4.947	0.757	1.912	1.432375
YGR060W	415.756	356.765	311.565	272.442	257.294	334.13	307.782	235.278	311.3765
YGR061C	163.57	186.756	405.06	288.656	138.356	138.084	269.29	205.436	224.40099999999998
YGR062C	2.472	3.329	11.975	11.316	69.414	78.803	91.768	92.744	45.227625
YGR063C	149.587	125.482	134.55	143.431	254.803	200.626	251.21	269.31	191.12487499999997
YGR065C	16.835	13.338	27.01	56.877	74.161	80.711	64.709	106.164	54.975625
YGR066C	0.0	0.0	2.879	3.895	2.346	1.923	13.236	8.121	4.050000000000001
YGR067C	0.493	0.93	1.594	0.616	1.155	1.065	1.466	1.587	1.11325
YGR068C	6.346	5.219	2.877	5.839	9.38	7.687	15.874	10.982	8.025500000000001
YGR070W	3.734	2.377	5.847	11.725	10.128	11.147	19.49	22.803	10.906374999999999
YGR071C	9.112	8.223	5.396	7.585	25.59	26.431	25.261	24.748	16.54325
YGR072W	17.172	24.217	13.05	23.122	109.33	75.304	88.005	55.949	50.768625
YGR074W	120.967	98.119	105.908	106.225	181.991	216.686	150.036	145.361	140.66162500000002
YGR075C	22.556	7.813	20.816	24.14	69.756	74.541	49.45	57.0	40.759
YGR076C	45.774	48.658	69.262	82.384	83.963	69.989	117.587	75.157	74.09675000000001
YGR077C	6.979	6.446	13.596	15.768	28.776	38.239	36.851	36.815	22.93375
YGR078C	140.862	119.637	105.318	93.64	45.786	61.906	98.786	65.719	91.45675
YGR079W	49.646	43.252	2.274	7.034	115.567	102.297	19.87	10.947	43.860875
YGR080W	47.063	32.964	106.408	93.042	50.252	47.102	115.325	106.797	74.869125
YGR081C	112.212	148.395	47.925	42.457	348.336	320.121	115.688	75.56	151.33675
YGR082W	152.004	150.62	135.043	151.303	146.771	117.722	65.249	87.367	125.759875
YGR083C	81.806	79.238	32.381	31.794	82.703	81.18	72.06	41.701	62.85787500000001
YGR084C	31.691	40.358	53.351	51.321	136.197	133.153	79.868	88.953	76.8615
YGR086C	566.41	554.767	1163.807	1658.094	215.083	222.106	576.187	631.322	698.472
YGR088W	2.438	1.313	71.987	97.979	23.227	15.193	40.685	74.669	40.936375
YGR089W	12.351	11.843	6.762	12.198	30.865	30.21	20.312	15.561	17.51275
YGR090W	45.006	36.799	19.109	16.621	67.869	76.357	24.162	26.617	39.067499999999995
YGR091W	9.9	14.082	18.76	13.516	35.218	36.454	42.345	32.55	25.353125
YGR092W	22.583	25.625	43.471	53.832	65.664	77.595	66.4	77.769	54.117374999999996
YGR093W	27.785	21.415	16.619	11.564	95.279	92.876	25.981	28.96	40.059875
YGR094W	315.834	322.632	252.688	229.945	179.903	182.148	171.553	158.735	226.67975
YGR095C	45.433	42.366	24.458	36.364	124.729	109.748	60.552	76.183	64.97912500000001
YGR096W	4.353	2.345	4.017	5.694	17.463	9.838	7.388	5.778	7.1095
YGR097W	10.091	9.307	22.097	17.796	16.011	13.612	13.547	15.525	14.74825
YGR098C	5.053	3.759	3.886	4.907	12.247	11.362	17.152	13.585	8.993875
YGR099W	9.962	8.127	8.58	11.372	46.96	56.63	77.775	65.502	35.6135
YGR100W	10.313	11.446	19.986	23.522	32.825	34.908	66.166	68.845	33.501374999999996
YGR101W	25.407	19.164	35.257	36.188	115.617	112.607	149.811	139.218	79.158625
YGR102C	38.267	33.217	25.177	40.701	49.753	35.164	52.62	43.304	39.775375
YGR103W	203.197	232.378	25.082	28.549	524.001	418.685	90.979	47.87	196.34262499999997
YGR104C	15.899	19.187	8.216	24.88	87.809	74.089	62.963	57.724	43.845875
YGR105W	249.526	217.791	231.039	267.941	277.382	287.114	296.458	247.892	259.392875
YGR106C	245.122	267.305	274.211	325.361	751.093	788.051	830.822	847.55	541.189375
YGR108W	22.426	31.549	21.462	32.149	240.059	262.817	92.923	114.57	102.24437499999999
YGR109C	25.715	19.674	6.645	12.415	15.647	16.027	17.313	8.454	15.236249999999998
YGR110W	0.879	1.421	1.893	4.39	3.6	3.582	13.053	10.679	4.937125
YGR111W	31.765	41.865	73.661	100.885	97.786	71.93	124.832	168.003	88.84087499999998
YGR112W	7.537	7.039	11.901	15.475	35.277	36.616	34.823	44.53	24.14975
YGR113W	23.92	22.4	26.979	39.822	93.298	99.935	93.601	107.052	63.37587500000001
YGR116W	87.967	93.552	65.467	66.813	56.448	45.414	75.722	66.445	69.7285
YGR117C	26.3	21.034	30.971	37.97	126.467	137.323	78.931	102.21	70.15075
YGR119C	79.94	63.728	74.773	77.081	184.12	182.612	183.362	181.744	128.42
YGR120C	23.823	14.44	25.649	27.887	54.882	66.745	57.493	51.613	40.316500000000005
YGR121C	0.795	1.714	9.418	8.937	16.285	15.251	27.557	19.893	12.48125
YGR121W-A	0.0	0.0	0.0	6.746	22.126	12.951	5.349	0.0	5.8965
YGR122W	17.992	11.004	15.706	13.762	31.865	44.529	30.813	37.883	25.44425
YGR123C	96.876	105.211	28.744	25.398	76.316	61.257	24.167	17.446	54.426874999999995
YGR124W	416.768	365.393	529.02	472.527	345.139	438.34	484.449	595.006	455.83025000000004
YGR125W	13.431	13.25	21.181	22.36	25.456	22.311	38.956	40.02	24.620625
YGR126W	12.71	12.782	21.894	14.811	3.966	5.687	3.356	4.239	9.930625
YGR127W	11.264	5.395	33.688	43.236	25.63	15.302	32.219	36.676	25.426249999999996
YGR128C	63.997	58.305	10.054	6.859	113.132	118.91	35.896	16.686	52.979875
YGR129W	21.743	27.823	23.41	27.149	53.006	59.506	86.11	47.916	43.332875
YGR130C	71.78	62.472	226.932	242.995	38.766	27.738	68.928	82.358	102.746125
YGR131W	1.117	3.612	2.406	10.232	35.304	23.572	15.489	7.986	12.46475
YGR132C	121.04	122.001	224.028	259.244	302.366	322.429	468.581	533.635	294.16550000000007
YGR133W	24.448	14.89	22.889	16.811	27.364	16.308	18.943	22.032	20.460625000000004
YGR134W	5.415	5.365	2.257	4.217	23.099	23.451	11.761	14.608	11.271625
YGR135W	215.445	216.269	371.13	431.665	571.429	493.623	983.448	921.185	525.5242499999999
YGR136W	190.901	159.51	236.884	264.62	129.675	100.444	166.581	181.534	178.768625
YGR140W	7.994	9.608	6.62	4.948	21.346	14.249	14.205	11.28	11.28125
YGR141W	15.497	17.15	18.037	27.891	78.415	57.63	75.471	90.702	47.599125
YGR142W	37.193	48.812	10.267	10.32	68.629	44.121	33.991	23.856	34.648625
YGR143W	12.448	11.087	16.958	20.09	32.403	36.174	30.686	43.214	25.3825
YGR144W	0.599	1.291	1.29	1.995	9.113	10.052	9.49	5.566	4.9245
YGR145W	63.985	80.438	6.561	4.842	88.808	72.242	19.197	7.919	42.999
YGR146C	41.536	35.308	27.825	13.83	41.042	44.252	7.311	14.513	28.202125000000002
YGR146C-A	3.591	1.935	0.0	0.0	8.403	6.886	0.0	2.566	2.922625
YGR147C	41.337	49.289	42.316	53.024	268.018	271.283	201.277	191.794	139.79225000000002
YGR149W	9.958	10.243	28.265	44.083	36.016	49.261	60.051	61.79	37.458375000000004
YGR150C	3.855	5.253	11.23	11.891	46.699	39.572	34.124	30.468	22.886499999999998
YGR152C	75.314	68.402	38.612	70.453	231.65	184.666	93.74	115.345	109.77275
YGR153W	6.284	8.222	15.464	23.164	39.916	32.278	46.216	50.044	27.698500000000003
YGR154C	0.0	0.296	35.453	42.029	49.449	41.573	120.628	183.964	59.174
YGR155W	663.746	570.306	1425.909	1382.542	416.787	423.864	851.244	1166.664	862.6327499999999
YGR156W	38.645	20.573	30.71	24.509	25.84	17.204	15.487	16.77	23.71725
YGR157W	64.479	71.788	125.735	142.251	69.119	70.69	216.071	232.194	124.04087500000001
YGR158C	79.558	75.222	16.795	27.918	121.387	112.184	64.867	36.235	66.77074999999999
YGR159C	534.574	575.778	12.202	25.551	520.537	582.997	174.863	74.591	312.6366249999999
YGR161C	43.758	29.969	17.567	35.807	89.389	72.538	24.966	25.974	42.496
YGR161W-C	18.861	9.033	67.688	102.922	51.497	40.189	62.246	133.304	60.7175
YGR162W	312.863	258.39	84.653	65.107	160.166	166.279	86.405	69.436	150.41237499999997
YGR163W	33.798	31.481	62.908	66.28	56.976	44.217	72.596	103.583	58.97987500000001
YGR165W	44.732	37.829	43.893	73.057	182.208	180.528	140.152	147.713	106.26400000000001
YGR166W	9.087	7.908	12.793	11.346	20.447	28.149	22.837	20.732	16.662375
YGR167W	340.447	388.483	497.125	637.798	167.375	145.576	366.052	301.313	355.52112500000004
YGR168C	4.678	3.36	5.596	6.922	84.538	84.474	56.605	69.466	39.454874999999994
YGR169C	8.226	5.735	5.21	8.861	27.178	26.679	18.205	25.938	15.754000000000001
YGR169C-A	224.236	264.208	130.864	221.543	350.669	180.851	273.88	154.273	225.06550000000001
YGR170W	5.856	5.382	7.788	8.029	25.798	24.856	33.764	33.483	18.119500000000002
YGR171C	4.766	6.419	7.33	6.234	27.483	23.011	24.939	25.302	15.685499999999998
YGR172C	110.071	116.49	118.507	104.713	94.759	103.282	118.319	100.023	108.2705
YGR173W	99.828	100.704	21.725	34.919	180.813	166.495	113.557	70.969	98.62625
YGR174C	20.582	17.866	39.395	75.194	29.436	33.989	70.19	84.994	46.45575000000001
YGR174W-A	0.0	3.565	0.0	16.523	7.742	12.689	39.306	28.374	13.524875
YGR175C	328.953	369.553	236.959	232.781	246.923	341.14	325.686	317.423	299.92724999999996
YGR177C	27.798	23.451	9.451	4.567	41.516	47.172	16.658	10.457	22.63375
YGR178C	101.176	96.162	116.815	135.473	123.151	108.718	164.356	208.599	131.80625
YGR179C	21.668	13.49	29.031	33.668	76.063	57.943	72.462	78.464	47.848625
YGR180C	668.72	770.614	723.02	912.971	427.36	485.389	546.033	597.733	641.4800000000001
YGR181W	193.227	174.502	202.092	170.033	131.355	97.051	145.758	107.851	152.73362500000002
YGR183C	137.619	81.043	227.418	407.6	411.948	263.916	418.263	402.582	293.798625
YGR184C	20.015	16.04	18.625	17.163	15.417	14.611	20.513	19.337	17.715125
YGR185C	345.292	302.575	282.021	243.648	203.182	182.194	178.79	178.352	239.50674999999998
YGR186W	51.694	55.416	59.098	80.958	72.649	56.21	93.918	87.033	69.622
YGR187C	104.679	116.005	38.457	21.474	178.8	162.928	77.607	39.713	92.457875
YGR188C	2.303	2.896	4.96	2.716	19.316	15.0	13.303	10.152	8.83075
YGR189C	203.369	184.627	217.709	184.061	122.372	144.125	119.205	130.733	163.27512499999997
YGR191W	56.161	65.764	51.029	42.966	64.957	76.574	53.996	40.835	56.53525
YGR193C	95.842	81.438	142.717	131.378	55.796	50.065	83.088	71.226	88.94375
YGR194C	6.199	4.043	17.563	20.911	27.487	22.993	79.46	99.1	34.7195
YGR195W	97.486	77.718	51.199	50.14	91.815	75.617	92.595	62.877	74.930875
YGR196C	25.416	15.115	29.945	26.345	48.258	40.579	96.856	81.914	45.5535
YGR197C	5.009	5.975	6.933	11.019	22.188	22.984	21.961	16.62	14.086125000000001
YGR198W	16.544	13.952	12.907	12.774	60.883	54.144	44.63	44.727	32.570125
YGR199W	22.451	21.411	21.115	30.073	64.318	64.458	72.56	84.84	47.65325
YGR200C	49.716	44.33	12.846	10.76	137.292	136.219	55.621	40.507	60.911375
YGR201C	1.732	2.799	20.512	20.905	47.627	50.238	70.307	81.082	36.90025
YGR202C	35.969	31.057	75.466	64.872	96.05	86.003	91.313	95.91	72.08
YGR203W	24.919	26.852	36.714	58.953	21.486	20.121	25.97	16.873	28.985999999999997
YGR204C-A	0.0	0.0	0.0	4.226	11.881	17.037	0.0	3.628	4.5965
YGR204W	256.846	244.96	1170.35	810.884	102.04	111.124	400.31	410.963	438.434625
YGR205W	37.015	29.733	88.4	76.189	29.926	23.232	34.649	50.506	46.20625
YGR206W	59.271	47.385	90.573	93.899	120.812	100.832	159.009	133.917	100.71225
YGR207C	145.726	145.351	228.503	284.905	253.594	218.196	418.778	338.628	254.21012499999998
YGR208W	99.2	108.936	194.558	208.802	352.671	319.589	536.741	366.239	273.342
YGR209C	1242.782	1285.117	2356.052	2268.462	1082.523	972.566	1692.084	1812.314	1588.9875000000002
YGR210C	62.313	62.789	36.873	34.448	92.396	88.028	66.875	53.035	62.09462500000001
YGR211W	195.221	160.915	44.203	48.248	150.25	143.577	46.228	32.796	102.67975
YGR212W	3.761	4.504	8.999	7.654	22.496	19.637	11.586	10.156	11.099125
YGR213C	0.616	0.664	3.979	2.051	6.487	6.497	7.318	6.604	4.277
YGR214W	2315.845	2295.76	1013.397	844.943	2440.554	2616.301	711.898	771.994	1626.3365
YGR215W	116.018	101.339	140.051	165.346	199.523	128.944	135.751	124.38	138.91899999999998
YGR216C	9.0	6.927	6.229	8.027	64.319	69.504	42.009	45.718	31.466625000000008
YGR217W	5.483	4.509	1.864	3.603	8.442	8.854	7.428	6.394	5.822125
YGR218W	86.425	80.074	71.636	69.231	67.067	61.112	55.493	54.532	68.19625
YGR220C	36.261	41.418	65.588	63.99	113.714	98.05	100.523	119.734	79.90975
YGR221C	4.721	3.561	0.678	2.882	7.734	7.394	4.986	5.399	4.669375
YGR222W	12.657	14.356	15.779	27.725	145.766	121.683	102.888	115.219	69.50912500000001
YGR223C	7.858	9.408	14.1	29.07	46.483	37.253	82.117	100.15	40.804874999999996
YGR224W	0.319	0.0	0.688	0.532	0.747	0.919	1.265	1.369	0.7298749999999999
YGR225W	0.667	0.539	0.718	0.555	1.171	2.079	0.0	1.431	0.8950000000000001
YGR227W	28.699	25.302	40.127	34.437	30.093	25.731	29.521	26.105	30.001874999999995
YGR229C	89.107	94.557	82.589	89.652	205.816	182.585	151.896	133.464	128.70825
YGR230W	16.987	5.339	33.53	48.312	57.975	42.757	25.227	47.552	34.709875000000004
YGR231C	98.882	91.959	223.77	234.345	188.667	149.166	355.432	391.172	216.674125
YGR232W	81.196	67.692	141.71	111.697	90.01	78.265	177.702	163.71	113.99775
YGR233C	17.305	20.082	13.974	11.496	31.738	33.985	18.451	15.104	20.266875
YGR234W	587.412	548.238	188.833	200.234	632.322	645.223	166.858	179.628	393.59350000000006
YGR235C	67.755	61.292	138.691	151.79	182.057	174.451	308.08	295.335	172.431375
YGR236C	0.0	0.0	0.0	1.69	2.376	3.894	0.0	7.257	1.9021249999999998
YGR237C	11.728	12.772	25.253	38.633	16.059	17.107	31.622	32.458	23.203999999999997
YGR238C	5.553	3.231	4.305	5.177	7.538	6.603	7.478	10.955	6.3549999999999995
YGR239C	17.619	9.128	21.888	11.846	30.925	32.164	50.99	29.06	25.4525
YGR240C	582.528	617.222	629.739	624.053	128.708	144.877	174.949	206.751	388.603375
YGR241C	23.431	20.978	25.969	34.132	27.418	21.972	27.975	29.799	26.459250000000004
YGR243W	1.329	11.459	25.761	46.474	41.998	34.415	47.38	93.107	37.740375
YGR244C	60.445	48.109	200.163	173.433	65.907	40.615	208.55	226.805	128.003375
